"id","vehicle_id","image_order","image_url"
"118","19XFL1H74PE010329",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H74PE010329/3.jpg"
"119","19XFL1H74PE010329",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H74PE010329/4.jpg"
"120","19XFL1H74PE010329",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H74PE010329/5.jpg"
"121","19XFL1H75PE012039",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H75PE012039/1.jpg"
"122","19XFL1H75PE012039",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H75PE012039/2.jpg"
"123","19XFL1H75PE012039",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H75PE012039/3.jpg"
"124","19XFL1H75PE012039",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H75PE012039/4.jpg"
"125","19XFL1H75PE012039",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H75PE012039/5.jpg"
"126","19XFL1H78PE010947",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H78PE010947/1.jpg"
"127","19XFL1H78PE010947",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H78PE010947/2.jpg"
"128","19XFL1H78PE010947",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H78PE010947/3.jpg"
"129","19XFL1H78PE010947",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H78PE010947/4.jpg"
"130","19XFL1H78PE010947",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H78PE010947/5.jpg"
"131","19XFL1H84RE019897",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H84RE019897/1.jpg"
"132","19XFL1H84RE019897",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H84RE019897/2.jpg"
"133","19XFL1H84RE019897",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H84RE019897/3.jpg"
"134","19XFL1H84RE019897",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H84RE019897/4.jpg"
"135","19XFL1H84RE019897",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H84RE019897/5.jpg"
"136","19XFL1H88PE005577",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H88PE005577/1.jpg"
"137","19XFL1H88PE005577",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H88PE005577/2.jpg"
"138","19XFL1H88PE005577",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H88PE005577/3.jpg"
"139","19XFL1H88PE005577",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H88PE005577/4.jpg"
"140","19XFL1H88PE005577",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL1H88PE005577/5.jpg"
"141","19XFL2H59RE004565",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H59RE004565/1.jpg"
"142","19XFL2H59RE004565",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H59RE004565/2.jpg"
"143","19XFL2H59RE004565",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H59RE004565/3.jpg"
"144","19XFL2H59RE004565",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H59RE004565/4.jpg"
"145","19XFL2H59RE004565",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H59RE004565/5.jpg"
"146","19XFL2H80SE002428",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE002428/1.jpg"
"147","19XFL2H80SE002428",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE002428/2.jpg"
"148","19XFL2H80SE002428",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE002428/3.jpg"
"149","19XFL2H80SE002428",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE002428/4.jpg"
"150","19XFL2H80SE002428",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE002428/5.jpg"
"151","19XFL2H80SE005894",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE005894/1.jpg"
"152","19XFL2H80SE005894",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE005894/2.jpg"
"153","19XFL2H80SE005894",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE005894/3.jpg"
"154","19XFL2H80SE005894",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE005894/4.jpg"
"155","19XFL2H80SE005894",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE005894/5.jpg"
"156","19XFL2H80SE026499",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE026499/1.jpg"
"157","19XFL2H80SE026499",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE026499/2.jpg"
"158","19XFL2H80SE026499",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE026499/3.jpg"
"159","19XFL2H80SE026499",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE026499/4.jpg"
"160","19XFL2H80SE026499",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80SE026499/5.jpg"
"161","19XFL2H80TE003841",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE003841/1.jpg"
"162","19XFL2H80TE003841",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE003841/2.jpg"
"163","19XFL2H80TE003841",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE003841/3.jpg"
"164","19XFL2H80TE003841",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE003841/4.jpg"
"165","19XFL2H80TE003841",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE003841/5.jpg"
"166","19XFL2H80TE006397",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE006397/1.jpg"
"167","19XFL2H80TE006397",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE006397/2.jpg"
"168","19XFL2H80TE006397",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE006397/3.jpg"
"169","19XFL2H80TE006397",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE006397/4.jpg"
"170","19XFL2H80TE006397",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H80TE006397/5.jpg"
"171","19XFL2H82PE002437",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82PE002437/1.jpg"
"172","19XFL2H82PE002437",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82PE002437/2.jpg"
"173","19XFL2H82PE002437",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82PE002437/3.jpg"
"174","19XFL2H82PE002437",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82PE002437/4.jpg"
"175","19XFL2H82PE002437",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82PE002437/5.jpg"
"176","19XFL2H82RE002201",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82RE002201/1.jpg"
"177","19XFL2H82RE002201",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82RE002201/2.jpg"
"178","19XFL2H82RE002201",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82RE002201/3.jpg"
